rh.aparc.area	rh_bankssts_area	rh_caudalanteriorcingulate_area	rh_caudalmiddlefrontal_area	rh_cuneus_area	rh_entorhinal_area	rh_fusiform_area	rh_inferiorparietal_area	rh_inferiortemporal_area	rh_isthmuscingulate_area	rh_lateraloccipital_area	rh_lateralorbitofrontal_area	rh_lingual_area	rh_medialorbitofrontal_area	rh_middletemporal_area	rh_parahippocampal_area	rh_paracentral_area	rh_parsopercularis_area	rh_parsorbitalis_area	rh_parstriangularis_area	rh_pericalcarine_area	rh_postcentral_area	rh_posteriorcingulate_area	rh_precentral_area	rh_precuneus_area	rh_rostralanteriorcingulate_area	rh_rostralmiddlefrontal_area	rh_superiorfrontal_area	rh_superiorparietal_area	rh_superiortemporal_area	rh_supramarginal_area	rh_frontalpole_area	rh_temporalpole_area	rh_transversetemporal_area	rh_insula_area	rh_WhiteSurfArea_area	BrainSegVolNotVent	eTIV
sub-1_ses-11_T1w.long.sub-1_base	779.0	647.0	2006.0	1521.0	438.0	2981.0	5273.0	3437.0	960.0	4616.0	2813.0	2997.0	2185.0	3570.0	618.0	1344.0	1258.0	822.0	1500.0	1639.0	4408.0	1258.0	4892.0	4303.0	521.0	6692.0	6759.0	5584.0	3564.0	3617.0	320.0	466.0	300.0	2624.0	86713.1	1115234.0	1525148.075844
sub-1_ses-12_T1w.long.sub-1_base	781.0	646.0	1974.0	1512.0	432.0	2980.0	5254.0	3417.0	934.0	4554.0	2821.0	2975.0	2200.0	3602.0	611.0	1319.0	1259.0	816.0	1511.0	1646.0	4404.0	1259.0	4877.0	4317.0	512.0	6638.0	6777.0	5596.0	3545.0	3618.0	289.0	460.0	304.0	2513.0	86350.2	1114033.0	1525148.075844
sub-1_ses-13_T1w.long.sub-1_base	779.0	610.0	1990.0	1504.0	442.0	3012.0	5220.0	3412.0	953.0	4536.0	2823.0	3001.0	2166.0	3550.0	622.0	1319.0	1254.0	822.0	1486.0	1633.0	4388.0	1221.0	4845.0	4329.0	497.0	6592.0	6696.0	5572.0	3569.0	3587.0	296.0	472.0	296.0	2644.0	86138.3	1119696.0	1525148.075844
sub-1_ses-14_T1w.long.sub-1_base	785.0	608.0	2002.0	1504.0	447.0	2976.0	5229.0	3410.0	947.0	4565.0	2839.0	2973.0	2140.0	3510.0	606.0	1331.0	1259.0	814.0	1487.0	1641.0	4396.0	1221.0	4882.0	4289.0	508.0	6619.0	6736.0	5564.0	3545.0	3596.0	274.0	488.0	300.0	2672.0	86163.8	1112759.0	1525148.075844
sub-1_ses-15_T1w.long.sub-1_base	785.0	633.0	1987.0	1583.0	440.0	2954.0	5181.0	3393.0	998.0	4579.0	2779.0	3050.0	2150.0	3527.0	612.0	1370.0	1261.0	807.0	1504.0	1665.0	4384.0	1232.0	4814.0	4324.0	517.0	6502.0	6685.0	5597.0	3553.0	3581.0	296.0	475.0	311.0	2612.0	86143.5	1114855.0	1525148.075844
sub-1_ses-16_T1w.long.sub-1_base	772.0	630.0	1996.0	1567.0	441.0	2966.0	5255.0	3391.0	998.0	4635.0	2804.0	3000.0	2157.0	3527.0	611.0	1337.0	1272.0	821.0	1507.0	1652.0	4402.0	1247.0	4863.0	4320.0	514.0	6663.0	6744.0	5616.0	3555.0	3596.0	303.0	541.0	300.0	2600.0	86602.4	1114150.0	1525148.075844
sub-1_ses-17_T1w.long.sub-1_base	789.0	623.0	2003.0	1613.0	436.0	2962.0	5208.0	3394.0	986.0	4618.0	2800.0	3075.0	2157.0	3574.0	616.0	1350.0	1265.0	811.0	1490.0	1647.0	4365.0	1242.0	4797.0	4296.0	525.0	6557.0	6720.0	5541.0	3552.0	3598.0	293.0	479.0	313.0	2621.0	86314.7	1114658.0	1525148.075844
sub-1_ses-18_T1w.long.sub-1_base	782.0	639.0	2009.0	1511.0	447.0	2950.0	5233.0	3412.0	972.0	4625.0	2782.0	3008.0	2157.0	3584.0	606.0	1332.0	1260.0	814.0	1500.0	1650.0	4406.0	1236.0	4858.0	4302.0	532.0	6640.0	6810.0	5563.0	3553.0	3613.0	296.0	466.0	309.0	2611.0	86467.9	1115650.0	1525148.075844
sub-1_ses-19_T1w.long.sub-1_base	780.0	635.0	2014.0	1601.0	445.0	2988.0	5265.0	3412.0	978.0	4627.0	2830.0	3090.0	2186.0	3627.0	621.0	1340.0	1263.0	832.0	1499.0	1638.0	4381.0	1250.0	4833.0	4391.0	528.0	6679.0	6742.0	5624.0	3559.0	3629.0	290.0	458.0	313.0	2651.0	86997.1	1120467.0	1525148.075844
sub-1_ses-20_T1w.long.sub-1_base	781.0	615.0	2004.0	1541.0	422.0	2978.0	5264.0	3378.0	1010.0	4643.0	2836.0	3015.0	2155.0	3377.0	620.0	1320.0	1262.0	814.0	1498.0	1676.0	4375.0	1236.0	4857.0	4315.0	519.0	6613.0	6745.0	5568.0	3506.0	3558.0	303.0	495.0	307.0	2651.0	86257.9	1124297.0	1525148.075844
sub-1_ses-21_T1w.long.sub-1_base	786.0	620.0	1996.0	1472.0	437.0	2953.0	5208.0	3393.0	996.0	4537.0	2773.0	3034.0	2132.0	3405.0	613.0	1338.0	1260.0	787.0	1474.0	1659.0	4329.0	1228.0	4779.0	4290.0	507.0	6445.0	6711.0	5511.0	3518.0	3593.0	264.0	453.0	302.0	2613.0	85414.3	1110157.0	1525148.075844
sub-1_ses-22_T1w.long.sub-1_base	782.0	628.0	1993.0	1541.0	444.0	2993.0	5288.0	3439.0	944.0	4597.0	2844.0	3019.0	2192.0	3594.0	612.0	1336.0	1261.0	826.0	1491.0	1678.0	4440.0	1249.0	4881.0	4326.0	521.0	6713.0	6764.0	5617.0	3540.0	3607.0	305.0	463.0	299.0	2623.0	86851.3	1113841.0	1525148.075844
sub-1_ses-23_T1w.long.sub-1_base	781.0	649.0	1994.0	1531.0	451.0	2975.0	5261.0	3429.0	991.0	4602.0	2818.0	2968.0	2200.0	3582.0	611.0	1338.0	1262.0	833.0	1505.0	1658.0	4448.0	1260.0	4857.0	4343.0	523.0	6663.0	6760.0	5620.0	3549.0	3604.0	294.0	493.0	305.0	2614.0	86770.6	1121962.0	1525148.075844
sub-1_ses-24_T1w.long.sub-1_base	780.0	616.0	1998.0	1529.0	425.0	2953.0	5219.0	3388.0	965.0	4585.0	2776.0	3026.0	2156.0	3528.0	612.0	1347.0	1255.0	820.0	1481.0	1663.0	4382.0	1227.0	4824.0	4289.0	506.0	6560.0	6728.0	5568.0	3536.0	3605.0	288.0	467.0	310.0	2617.0	86029.9	1118779.0	1525148.075844
sub-1_ses-25_T1w.long.sub-1_base	779.0	637.0	1976.0	1505.0	451.0	2946.0	5204.0	3390.0	992.0	4538.0	2741.0	3008.0	2169.0	3530.0	594.0	1322.0	1268.0	801.0	1489.0	1665.0	4328.0	1225.0	4773.0	4288.0	528.0	6510.0	6717.0	5537.0	3531.0	3597.0	288.0	483.0	305.0	2675.0	85790.8	1118250.0	1525148.075844
sub-1_ses-26_T1w.long.sub-1_base	768.0	624.0	1974.0	1536.0	442.0	2953.0	5215.0	3399.0	946.0	4578.0	2780.0	3004.0	2154.0	3589.0	613.0	1331.0	1267.0	813.0	1485.0	1648.0	4383.0	1223.0	4828.0	4303.0	533.0	6559.0	6711.0	5557.0	3531.0	3620.0	286.0	479.0	299.0	2623.0	86054.1	1106590.0	1525148.075844
sub-1_ses-27_T1w.long.sub-1_base	784.0	617.0	1984.0	1523.0	428.0	2938.0	5225.0	3381.0	1000.0	4568.0	2763.0	3024.0	2161.0	3495.0	614.0	1352.0	1257.0	808.0	1468.0	1668.0	4386.0	1224.0	4796.0	4304.0	499.0	6555.0	6681.0	5549.0	3534.0	3581.0	287.0	469.0	297.0	2642.0	85861.7	1112330.0	1525148.075844
sub-1_ses-28_T1w.long.sub-1_base	780.0	628.0	1991.0	1549.0	455.0	2972.0	5230.0	3417.0	945.0	4587.0	2822.0	2988.0	2155.0	3530.0	615.0	1324.0	1255.0	820.0	1495.0	1634.0	4389.0	1229.0	4813.0	4299.0	524.0	6541.0	6697.0	5547.0	3540.0	3577.0	305.0	493.0	305.0	2560.0	86013.4	1115266.0	1525148.075844
sub-1_ses-29_T1w.long.sub-1_base	780.0	610.0	1983.0	1520.0	455.0	2938.0	5173.0	3389.0	986.0	4506.0	2774.0	2982.0	2139.0	3532.0	609.0	1306.0	1248.0	811.0	1473.0	1649.0	4309.0	1220.0	4795.0	4298.0	510.0	6502.0	6711.0	5511.0	3538.0	3582.0	293.0	493.0	296.0	2587.0	85511.2	1110486.0	1525148.075844
sub-1_ses-30_T1w.long.sub-1_base	784.0	625.0	1998.0	1551.0	453.0	2959.0	5182.0	3328.0	977.0	4505.0	2732.0	3012.0	2118.0	3391.0	618.0	1343.0	1257.0	801.0	1478.0	1679.0	4297.0	1197.0	4751.0	4272.0	499.0	6454.0	6664.0	5501.0	3517.0	3548.0	303.0	465.0	288.0	2629.0	85177.7	1112556.0	1525148.075844
sub-1_ses-31_T1w.long.sub-1_base	776.0	630.0	1975.0	1513.0	441.0	2960.0	5198.0	3405.0	953.0	4580.0	2752.0	2986.0	2145.0	3498.0	619.0	1308.0	1257.0	810.0	1478.0	1659.0	4337.0	1225.0	4818.0	4271.0	518.0	6519.0	6720.0	5530.0	3542.0	3576.0	295.0	486.0	304.0	2634.0	85719.1	1112968.0	1525148.075844
sub-1_ses-32_T1w.long.sub-1_base	784.0	604.0	1991.0	1516.0	456.0	2950.0	5213.0	3386.0	904.0	4588.0	2781.0	2966.0	2165.0	3560.0	599.0	1325.0	1256.0	816.0	1482.0	1652.0	4382.0	1204.0	4839.0	4277.0	498.0	6595.0	6718.0	5512.0	3535.0	3584.0	292.0	465.0	300.0	2632.0	85827.8	1111644.0	1525148.075844
sub-1_ses-33_T1w.long.sub-1_base	769.0	647.0	1975.0	1518.0	438.0	2936.0	5201.0	3344.0	933.0	4557.0	2760.0	2950.0	2144.0	3471.0	615.0	1310.0	1259.0	811.0	1492.0	1639.0	4397.0	1208.0	4816.0	4280.0	523.0	6459.0	6634.0	5586.0	3527.0	3545.0	283.0	498.0	295.0	2602.0	85422.2	1114726.0	1525148.075844
sub-1_ses-34_T1w.long.sub-1_base	770.0	640.0	2019.0	1511.0	422.0	2918.0	5134.0	3365.0	945.0	4538.0	2731.0	2912.0	2177.0	3559.0	599.0	1330.0	1249.0	805.0	1481.0	1641.0	4398.0	1229.0	4840.0	4300.0	522.0	6629.0	6758.0	5559.0	3540.0	3594.0	307.0	424.0	303.0	2644.0	85792.2	1133220.0	1525148.075844
sub-1_ses-35_T1w.long.sub-1_base	776.0	639.0	1990.0	1563.0	413.0	2954.0	5147.0	3440.0	955.0	4534.0	2817.0	3006.0	2191.0	3618.0	596.0	1324.0	1258.0	789.0	1487.0	1636.0	4402.0	1223.0	4760.0	4304.0	532.0	6635.0	6693.0	5550.0	3545.0	3560.0	309.0	426.0	309.0	2636.0	86016.3	1131480.0	1525148.075844
sub-1_ses-36_T1w.long.sub-1_base	761.0	639.0	1997.0	1567.0	421.0	2914.0	5141.0	3349.0	934.0	4539.0	2757.0	3016.0	2188.0	3553.0	593.0	1328.0	1260.0	803.0	1492.0	1633.0	4417.0	1243.0	4849.0	4302.0	512.0	6615.0	6770.0	5560.0	3548.0	3558.0	316.0	433.0	307.0	2581.0	85894.6	1138323.0	1525148.075844
sub-1_ses-37_T1w.long.sub-1_base	761.0	642.0	1997.0	1551.0	420.0	2950.0	5108.0	3367.0	954.0	4534.0	2807.0	2998.0	2150.0	3563.0	599.0	1308.0	1259.0	794.0	1486.0	1646.0	4360.0	1239.0	4780.0	4290.0	506.0	6616.0	6699.0	5539.0	3535.0	3556.0	308.0	431.0	299.0	2618.0	85669.8	1127517.0	1525148.075844
sub-1_ses-38_T1w.long.sub-1_base	771.0	633.0	1990.0	1525.0	429.0	2879.0	5124.0	3349.0	951.0	4512.0	2783.0	2915.0	2177.0	3573.0	610.0	1334.0	1260.0	804.0	1464.0	1627.0	4401.0	1243.0	4797.0	4292.0	520.0	6519.0	6732.0	5538.0	3511.0	3565.0	307.0	429.0	302.0	2618.0	85483.4	1123802.0	1525148.075844
