rh.aparc.DKTatlas.area	rh_caudalanteriorcingulate_area	rh_caudalmiddlefrontal_area	rh_cuneus_area	rh_entorhinal_area	rh_fusiform_area	rh_inferiorparietal_area	rh_inferiortemporal_area	rh_isthmuscingulate_area	rh_lateraloccipital_area	rh_lateralorbitofrontal_area	rh_lingual_area	rh_medialorbitofrontal_area	rh_middletemporal_area	rh_parahippocampal_area	rh_paracentral_area	rh_parsopercularis_area	rh_parsorbitalis_area	rh_parstriangularis_area	rh_pericalcarine_area	rh_postcentral_area	rh_posteriorcingulate_area	rh_precentral_area	rh_precuneus_area	rh_rostralanteriorcingulate_area	rh_rostralmiddlefrontal_area	rh_superiorfrontal_area	rh_superiorparietal_area	rh_superiortemporal_area	rh_supramarginal_area	rh_transversetemporal_area	rh_insula_area	rh_WhiteSurfArea_area	BrainSegVolNotVent	eTIV
sub-1_ses-11_T1w.long.sub-1_base	686.0	2130.0	1884.0	395.0	2695.0	5223.0	3716.0	958.0	4599.0	3243.0	2971.0	1590.0	4202.0	659.0	1462.0	1494.0	661.0	1539.0	1598.0	4872.0	1318.0	4712.0	4293.0	750.0	4722.0	9153.0	4706.0	4622.0	3402.0	313.0	2145.0	86713.1	1115234.0	1525148.075844
sub-1_ses-12_T1w.long.sub-1_base	685.0	2094.0	1871.0	390.0	2691.0	5216.0	3700.0	932.0	4544.0	3109.0	2956.0	1627.0	4224.0	650.0	1446.0	1494.0	661.0	1548.0	1603.0	4875.0	1321.0	4697.0	4299.0	743.0	4701.0	9102.0	4711.0	4599.0	3401.0	316.0	2144.0	86350.2	1114033.0	1525148.075844
sub-1_ses-13_T1w.long.sub-1_base	650.0	2108.0	1868.0	401.0	2712.0	5170.0	3715.0	953.0	4516.0	3225.0	2972.0	1591.0	4174.0	659.0	1444.0	1481.0	672.0	1529.0	1596.0	4855.0	1282.0	4672.0	4311.0	726.0	4669.0	9023.0	4690.0	4625.0	3382.0	310.0	2159.0	86138.3	1119696.0	1525148.075844
sub-1_ses-14_T1w.long.sub-1_base	649.0	2119.0	1873.0	399.0	2695.0	5185.0	3693.0	940.0	4546.0	3267.0	2948.0	1554.0	4138.0	648.0	1441.0	1490.0	665.0	1521.0	1606.0	4858.0	1280.0	4715.0	4280.0	735.0	4681.0	9056.0	4673.0	4638.0	3390.0	311.0	2168.0	86163.8	1112759.0	1525148.075844
sub-1_ses-15_T1w.long.sub-1_base	673.0	2107.0	1946.0	393.0	2676.0	5129.0	3675.0	994.0	4557.0	3179.0	3033.0	1538.0	4150.0	655.0	1481.0	1492.0	656.0	1546.0	1625.0	4865.0	1286.0	4646.0	4322.0	744.0	4603.0	9009.0	4687.0	4626.0	3383.0	323.0	2147.0	86143.5	1114855.0	1525148.075844
sub-1_ses-16_T1w.long.sub-1_base	671.0	2122.0	1932.0	395.0	2687.0	5213.0	3664.0	995.0	4636.0	3216.0	2971.0	1575.0	4151.0	651.0	1456.0	1501.0	658.0	1550.0	1612.0	4878.0	1308.0	4687.0	4311.0	737.0	4714.0	9100.0	4709.0	4675.0	3381.0	316.0	2131.0	86602.4	1114150.0	1525148.075844
sub-1_ses-17_T1w.long.sub-1_base	663.0	2119.0	1980.0	399.0	2683.0	5158.0	3664.0	986.0	4598.0	3199.0	3045.0	1556.0	4205.0	653.0	1468.0	1495.0	663.0	1531.0	1612.0	4835.0	1294.0	4628.0	4276.0	750.0	4624.0	9067.0	4656.0	4616.0	3394.0	325.0	2172.0	86314.7	1114658.0	1525148.075844
sub-1_ses-18_T1w.long.sub-1_base	680.0	2126.0	1878.0	397.0	2675.0	5189.0	3689.0	970.0	4601.0	3212.0	2981.0	1563.0	4210.0	650.0	1454.0	1497.0	659.0	1533.0	1610.0	4879.0	1298.0	4682.0	4284.0	759.0	4673.0	9172.0	4679.0	4608.0	3404.0	321.0	2134.0	86467.9	1115650.0	1525148.075844
sub-1_ses-19_T1w.long.sub-1_base	677.0	2131.0	1971.0	398.0	2703.0	5219.0	3694.0	974.0	4613.0	3256.0	3064.0	1577.0	4253.0	663.0	1463.0	1490.0	669.0	1544.0	1595.0	4856.0	1308.0	4664.0	4377.0	755.0	4729.0	9111.0	4721.0	4615.0	3425.0	324.0	2160.0	86997.1	1120467.0	1525148.075844
sub-1_ses-20_T1w.long.sub-1_base	656.0	2126.0	1904.0	386.0	2701.0	5218.0	3653.0	1009.0	4617.0	3256.0	2990.0	1558.0	4000.0	657.0	1440.0	1497.0	668.0	1540.0	1639.0	4833.0	1295.0	4675.0	4297.0	747.0	4646.0	9129.0	4693.0	4589.0	3356.0	320.0	2164.0	86257.9	1124297.0	1525148.075844
sub-1_ses-21_T1w.long.sub-1_base	658.0	2112.0	1831.0	394.0	2670.0	5157.0	3672.0	995.0	4520.0	3175.0	3000.0	1536.0	4032.0	652.0	1450.0	1483.0	654.0	1520.0	1626.0	4802.0	1284.0	4615.0	4274.0	729.0	4523.0	9002.0	4642.0	4573.0	3379.0	314.0	2141.0	85414.3	1110157.0	1525148.075844
sub-1_ses-22_T1w.long.sub-1_base	671.0	2114.0	1914.0	404.0	2702.0	5240.0	3731.0	944.0	4587.0	3282.0	2983.0	1579.0	4223.0	650.0	1463.0	1491.0	670.0	1533.0	1632.0	4909.0	1309.0	4697.0	4313.0	754.0	4740.0	9149.0	4725.0	4595.0	3395.0	312.0	2143.0	86851.3	1113841.0	1525148.075844
sub-1_ses-23_T1w.long.sub-1_base	685.0	2113.0	1895.0	404.0	2697.0	5217.0	3707.0	990.0	4581.0	3249.0	2942.0	1607.0	4206.0	651.0	1466.0	1500.0	669.0	1545.0	1621.0	4916.0	1321.0	4678.0	4330.0	749.0	4714.0	9112.0	4735.0	4638.0	3394.0	317.0	2124.0	86770.6	1121962.0	1525148.075844
sub-1_ses-24_T1w.long.sub-1_base	655.0	2116.0	1890.0	383.0	2678.0	5165.0	3667.0	964.0	4557.0	3195.0	2998.0	1574.0	4150.0	649.0	1462.0	1486.0	667.0	1520.0	1629.0	4855.0	1286.0	4645.0	4276.0	726.0	4616.0	9068.0	4700.0	4585.0	3393.0	325.0	2151.0	86029.9	1118779.0	1525148.075844
sub-1_ses-25_T1w.long.sub-1_base	679.0	2097.0	1870.0	407.0	2664.0	5146.0	3667.0	989.0	4526.0	3151.0	2982.0	1622.0	4163.0	638.0	1444.0	1491.0	651.0	1534.0	1626.0	4789.0	1284.0	4602.0	4267.0	760.0	4590.0	9033.0	4657.0	4608.0	3393.0	318.0	2144.0	85790.8	1118250.0	1525148.075844
sub-1_ses-26_T1w.long.sub-1_base	666.0	2098.0	1897.0	397.0	2679.0	5175.0	3675.0	943.0	4562.0	3212.0	2981.0	1567.0	4204.0	654.0	1454.0	1486.0	659.0	1536.0	1606.0	4849.0	1275.0	4652.0	4302.0	753.0	4642.0	9012.0	4678.0	4584.0	3401.0	310.0	2144.0	86054.1	1106590.0	1525148.075844
sub-1_ses-27_T1w.long.sub-1_base	658.0	2104.0	1889.0	389.0	2666.0	5175.0	3653.0	999.0	4551.0	3186.0	2993.0	1565.0	4117.0	653.0	1464.0	1484.0	652.0	1518.0	1632.0	4848.0	1281.0	4620.0	4289.0	728.0	4628.0	9005.0	4670.0	4583.0	3386.0	309.0	2165.0	85861.7	1112330.0	1525148.075844
sub-1_ses-28_T1w.long.sub-1_base	667.0	2108.0	1915.0	412.0	2695.0	5189.0	3706.0	944.0	4559.0	3169.0	2962.0	1562.0	4143.0	655.0	1443.0	1479.0	666.0	1540.0	1597.0	4858.0	1288.0	4645.0	4281.0	747.0	4634.0	9025.0	4663.0	4627.0	3366.0	318.0	2150.0	86013.4	1115266.0	1525148.075844
sub-1_ses-29_T1w.long.sub-1_base	652.0	2103.0	1891.0	405.0	2662.0	5120.0	3666.0	985.0	4483.0	3179.0	2958.0	1534.0	4160.0	655.0	1436.0	1480.0	656.0	1511.0	1606.0	4770.0	1277.0	4620.0	4273.0	736.0	4603.0	9019.0	4640.0	4622.0	3379.0	308.0	2123.0	85511.2	1110486.0	1525148.075844
sub-1_ses-30_T1w.long.sub-1_base	661.0	2117.0	1916.0	408.0	2677.0	5145.0	3608.0	980.0	4474.0	3141.0	2985.0	1512.0	4010.0	659.0	1455.0	1484.0	652.0	1526.0	1642.0	4770.0	1253.0	4580.0	4258.0	723.0	4546.0	8995.0	4615.0	4585.0	3339.0	303.0	2157.0	85177.7	1112556.0	1525148.075844
sub-1_ses-31_T1w.long.sub-1_base	669.0	2097.0	1879.0	400.0	2676.0	5153.0	3687.0	950.0	4558.0	3162.0	2962.0	1560.0	4116.0	657.0	1429.0	1485.0	657.0	1518.0	1621.0	4809.0	1283.0	4643.0	4262.0	746.0	4612.0	9037.0	4645.0	4617.0	3365.0	315.0	2150.0	85719.1	1112968.0	1525148.075844
sub-1_ses-32_T1w.long.sub-1_base	640.0	2112.0	1880.0	408.0	2668.0	5169.0	3665.0	906.0	4575.0	3216.0	2941.0	1570.0	4184.0	639.0	1436.0	1483.0	664.0	1519.0	1618.0	4845.0	1258.0	4659.0	4257.0	723.0	4664.0	9059.0	4638.0	4594.0	3377.0	314.0	2147.0	85827.8	1111644.0	1525148.075844
sub-1_ses-33_T1w.long.sub-1_base	689.0	2098.0	1878.0	395.0	2660.0	5151.0	3626.0	932.0	4536.0	3173.0	2921.0	1546.0	4088.0	654.0	1431.0	1484.0	661.0	1531.0	1599.0	4867.0	1267.0	4636.0	4275.0	752.0	4598.0	8892.0	4705.0	4613.0	3332.0	308.0	2123.0	85422.2	1114726.0	1525148.075844
sub-1_ses-34_T1w.long.sub-1_base	679.0	2138.0	1873.0	386.0	2647.0	5079.0	3624.0	940.0	4507.0	3165.0	2893.0	1624.0	4186.0	638.0	1449.0	1477.0	645.0	1526.0	1606.0	4876.0	1285.0	4655.0	4282.0	753.0	4673.0	9124.0	4678.0	4553.0	3392.0	315.0	2123.0	85792.2	1133220.0	1525148.075844
sub-1_ses-35_T1w.long.sub-1_base	679.0	2105.0	1926.0	379.0	2683.0	5097.0	3689.0	951.0	4512.0	3244.0	2982.0	1620.0	4250.0	635.0	1447.0	1481.0	641.0	1534.0	1598.0	4861.0	1283.0	4594.0	4283.0	759.0	4674.0	9057.0	4667.0	4565.0	3359.0	323.0	2138.0	86016.3	1131480.0	1525148.075844
sub-1_ses-36_T1w.long.sub-1_base	679.0	2118.0	1932.0	384.0	2642.0	5096.0	3599.0	933.0	4513.0	3179.0	2987.0	1574.0	4176.0	638.0	1450.0	1490.0	642.0	1530.0	1600.0	4886.0	1296.0	4673.0	4279.0	742.0	4663.0	9163.0	4684.0	4556.0	3352.0	318.0	2122.0	85894.6	1138323.0	1525148.075844
sub-1_ses-37_T1w.long.sub-1_base	677.0	2117.0	1915.0	385.0	2682.0	5067.0	3618.0	953.0	4508.0	3248.0	2974.0	1568.0	4185.0	637.0	1427.0	1488.0	633.0	1529.0	1608.0	4834.0	1294.0	4603.0	4267.0	717.0	4674.0	9067.0	4652.0	4544.0	3357.0	313.0	2126.0	85669.8	1127517.0	1525148.075844
sub-1_ses-38_T1w.long.sub-1_base	673.0	2109.0	1884.0	398.0	2617.0	5074.0	3593.0	948.0	4501.0	3203.0	2888.0	1638.0	4192.0	647.0	1448.0	1482.0	642.0	1515.0	1589.0	4871.0	1292.0	4621.0	4272.0	744.0	4585.0	9089.0	4658.0	4527.0	3365.0	313.0	2107.0	85483.4	1123802.0	1525148.075844
