lh.aparc.a2009s.volume	lh_G_and_S_frontomargin_volume	lh_G_and_S_occipital_inf_volume	lh_G_and_S_paracentral_volume	lh_G_and_S_subcentral_volume	lh_G_and_S_transv_frontopol_volume	lh_G_and_S_cingul-Ant_volume	lh_G_and_S_cingul-Mid-Ant_volume	lh_G_and_S_cingul-Mid-Post_volume	lh_G_cingul-Post-dorsal_volume	lh_G_cingul-Post-ventral_volume	lh_G_cuneus_volume	lh_G_front_inf-Opercular_volume	lh_G_front_inf-Orbital_volume	lh_G_front_inf-Triangul_volume	lh_G_front_middle_volume	lh_G_front_sup_volume	lh_G_Ins_lg_and_S_cent_ins_volume	lh_G_insular_short_volume	lh_G_occipital_middle_volume	lh_G_occipital_sup_volume	lh_G_oc-temp_lat-fusifor_volume	lh_G_oc-temp_med-Lingual_volume	lh_G_oc-temp_med-Parahip_volume	lh_G_orbital_volume	lh_G_pariet_inf-Angular_volume	lh_G_pariet_inf-Supramar_volume	lh_G_parietal_sup_volume	lh_G_postcentral_volume	lh_G_precentral_volume	lh_G_precuneus_volume	lh_G_rectus_volume	lh_G_subcallosal_volume	lh_G_temp_sup-G_T_transv_volume	lh_G_temp_sup-Lateral_volume	lh_G_temp_sup-Plan_polar_volume	lh_G_temp_sup-Plan_tempo_volume	lh_G_temporal_inf_volume	lh_G_temporal_middle_volume	lh_Lat_Fis-ant-Horizont_volume	lh_Lat_Fis-ant-Vertical_volume	lh_Lat_Fis-post_volume	lh_Pole_occipital_volume	lh_Pole_temporal_volume	lh_S_calcarine_volume	lh_S_central_volume	lh_S_cingul-Marginalis_volume	lh_S_circular_insula_ant_volume	lh_S_circular_insula_inf_volume	lh_S_circular_insula_sup_volume	lh_S_collat_transv_ant_volume	lh_S_collat_transv_post_volume	lh_S_front_inf_volume	lh_S_front_middle_volume	lh_S_front_sup_volume	lh_S_interm_prim-Jensen_volume	lh_S_intrapariet_and_P_trans_volume	lh_S_oc_middle_and_Lunatus_volume	lh_S_oc_sup_and_transversal_volume	lh_S_occipital_ant_volume	lh_S_oc-temp_lat_volume	lh_S_oc-temp_med_and_Lingual_volume	lh_S_orbital_lateral_volume	lh_S_orbital_med-olfact_volume	lh_S_orbital-H_Shaped_volume	lh_S_parieto_occipital_volume	lh_S_pericallosal_volume	lh_S_postcentral_volume	lh_S_precentral-inf-part_volume	lh_S_precentral-sup-part_volume	lh_S_suborbital_volume	lh_S_subparietal_volume	lh_S_temporal_inf_volume	lh_S_temporal_sup_volume	lh_S_temporal_transverse_volume	BrainSegVolNotVent	eTIV
sub-1_ses-12_T1w.long.sub-1_base	2277.0	2956.0	2558.0	3366.0	1923.0	4488.0	2387.0	2469.0	1956.0	838.0	2555.0	3287.0	1143.0	2864.0	10962.0	16836.0	1568.0	2385.0	3495.0	1930.0	4640.0	4259.0	4975.0	5558.0	5714.0	7366.0	6669.0	3933.0	7143.0	6221.0	2196.0	1916.0	1068.0	6183.0	1921.0	1718.0	7772.0	6850.0	325.0	409.0	1316.0	2704.0	5680.0	2973.0	4034.0	1427.0	931.0	2536.0	2717.0	1681.0	489.0	3168.0	1620.0	3904.0	328.0	4730.0	1007.0	1569.0	853.0	1054.0	2577.0	283.0	1001.0	2268.0	2621.0	1162.0	3796.0	1847.0	2153.0	1092.0	1513.0	2379.0	9108.0	411.0	1114033.0	1525148.075844
sub-1_ses-13_T1w.long.sub-1_base	2291.0	2949.0	2537.0	3409.0	1928.0	4395.0	2369.0	2448.0	2024.0	864.0	2520.0	3312.0	1095.0	2804.0	10702.0	16927.0	1590.0	2336.0	3647.0	1909.0	4607.0	4216.0	4915.0	5612.0	5675.0	7436.0	6599.0	3902.0	7100.0	6272.0	2189.0	1567.0	1062.0	6269.0	1884.0	1726.0	7799.0	6948.0	319.0	412.0	1309.0	2727.0	5641.0	2891.0	4032.0	1447.0	919.0	2459.0	2718.0	1721.0	480.0	3161.0	1591.0	3789.0	324.0	4805.0	1027.0	1600.0	871.0	1032.0	2563.0	271.0	1032.0	2245.0	2619.0	1234.0	3799.0	1834.0	2118.0	1121.0	1522.0	2350.0	9233.0	437.0	1119696.0	1525148.075844
sub-1_ses-14_T1w.long.sub-1_base	2279.0	3043.0	2545.0	3401.0	1929.0	4480.0	2380.0	2511.0	2031.0	858.0	2517.0	3228.0	1077.0	2829.0	10731.0	16924.0	1591.0	2372.0	3609.0	1894.0	4618.0	4249.0	4857.0	5530.0	5669.0	7331.0	6523.0	3802.0	7076.0	6335.0	2172.0	1867.0	1084.0	6229.0	1940.0	1697.0	7839.0	6998.0	330.0	408.0	1309.0	2706.0	5708.0	2951.0	3937.0	1449.0	925.0	2501.0	2777.0	1730.0	489.0	3121.0	1600.0	3834.0	325.0	4802.0	1031.0	1621.0	873.0	1074.0	2579.0	261.0	1032.0	2273.0	2637.0	1204.0	3753.0	1797.0	2141.0	1097.0	1505.0	2424.0	9132.0	411.0	1112759.0	1525148.075844
sub-1_ses-15_T1w.long.sub-1_base	2234.0	2872.0	2454.0	3339.0	1847.0	4429.0	2332.0	2427.0	2027.0	869.0	2546.0	3210.0	1079.0	2815.0	10603.0	16619.0	1640.0	2459.0	3619.0	1934.0	4477.0	4300.0	4832.0	5541.0	5626.0	7232.0	6430.0	3811.0	6888.0	6155.0	2224.0	1958.0	1065.0	6118.0	1913.0	1685.0	7787.0	6860.0	334.0	411.0	1358.0	2796.0	5698.0	3067.0	4071.0	1371.0	956.0	2477.0	2796.0	1678.0	476.0	3103.0	1578.0	3794.0	330.0	4610.0	1053.0	1580.0	846.0	1079.0	2605.0	298.0	1051.0	2317.0	2566.0	1190.0	3735.0	1851.0	2107.0	1076.0	1496.0	2388.0	9120.0	425.0	1114855.0	1525148.075844
sub-1_ses-16_T1w.long.sub-1_base	2294.0	2841.0	2530.0	3391.0	1905.0	4454.0	2383.0	2468.0	1983.0	835.0	2502.0	3281.0	1101.0	2861.0	10961.0	16875.0	1593.0	2397.0	3575.0	1883.0	4556.0	4209.0	4739.0	5593.0	5681.0	7421.0	6596.0	3885.0	7036.0	6244.0	2181.0	1658.0	1044.0	6182.0	1844.0	1695.0	7739.0	6909.0	333.0	402.0	1294.0	2727.0	5758.0	2969.0	3997.0	1418.0	920.0	2455.0	2691.0	1667.0	471.0	3180.0	1598.0	3907.0	331.0	4728.0	1038.0	1592.0	855.0	1063.0	2551.0	279.0	1035.0	2329.0	2566.0	1178.0	3744.0	1824.0	2183.0	1080.0	1544.0	2349.0	9036.0	424.0	1114150.0	1525148.075844
sub-1_ses-17_T1w.long.sub-1_base	2264.0	2924.0	2475.0	3351.0	1862.0	4390.0	2333.0	2424.0	1991.0	839.0	2535.0	3196.0	1137.0	2821.0	10745.0	16650.0	1579.0	2400.0	3559.0	1907.0	4478.0	4255.0	4956.0	5548.0	5639.0	7236.0	6514.0	3753.0	6771.0	6166.0	2228.0	1631.0	1056.0	5982.0	1902.0	1714.0	7832.0	6881.0	332.0	395.0	1362.0	2709.0	5662.0	2935.0	3984.0	1354.0	947.0	2432.0	2769.0	1662.0	498.0	3123.0	1559.0	3837.0	338.0	4706.0	1029.0	1571.0	862.0	1059.0	2512.0	285.0	1047.0	2288.0	2585.0	1165.0	3793.0	1802.0	2117.0	1091.0	1492.0	2340.0	9083.0	430.0	1114658.0	1525148.075844
sub-1_ses-18_T1w.long.sub-1_base	2276.0	2919.0	2562.0	3409.0	1895.0	4462.0	2379.0	2475.0	1961.0	855.0	2563.0	3246.0	1064.0	2836.0	10853.0	16852.0	1658.0	2389.0	3561.0	1916.0	4526.0	4284.0	4959.0	5529.0	5678.0	7347.0	6567.0	3896.0	7031.0	6243.0	2202.0	1844.0	1052.0	6070.0	1943.0	1682.0	7839.0	6957.0	331.0	409.0	1333.0	2729.0	5725.0	3025.0	4036.0	1425.0	959.0	2467.0	2760.0	1664.0	489.0	3083.0	1520.0	3858.0	338.0	4729.0	1007.0	1587.0	867.0	1071.0	2561.0	299.0	1036.0	2301.0	2637.0	1159.0	3804.0	1821.0	2139.0	1093.0	1500.0	2325.0	8964.0	440.0	1115650.0	1525148.075844
sub-1_ses-19_T1w.long.sub-1_base	2265.0	3050.0	2566.0	3426.0	1905.0	4426.0	2414.0	2500.0	1996.0	825.0	2540.0	3346.0	1084.0	2842.0	10815.0	16927.0	1568.0	2397.0	3664.0	1911.0	4628.0	4224.0	4908.0	5612.0	5753.0	7415.0	6654.0	3891.0	7065.0	6276.0	2186.0	1651.0	1068.0	6146.0	1912.0	1724.0	7818.0	6979.0	331.0	408.0	1330.0	2797.0	5687.0	2930.0	4051.0	1379.0	953.0	2534.0	2754.0	1700.0	477.0	3135.0	1595.0	3831.0	333.0	4764.0	1060.0	1605.0	884.0	1074.0	2595.0	301.0	1055.0	2332.0	2611.0	1224.0	3815.0	1845.0	2161.0	1102.0	1511.0	2357.0	9196.0	436.0	1120467.0	1525148.075844
sub-1_ses-20_T1w.long.sub-1_base	2276.0	3028.0	2599.0	3527.0	1918.0	4443.0	2402.0	2511.0	2019.0	853.0	2610.0	3319.0	1097.0	2828.0	10991.0	17056.0	1645.0	2432.0	3682.0	1982.0	4663.0	4334.0	4990.0	5663.0	5773.0	7669.0	6777.0	4066.0	7261.0	6499.0	2203.0	1602.0	1064.0	6253.0	1896.0	1733.0	8009.0	7229.0	332.0	417.0	1325.0	2702.0	5715.0	2952.0	4079.0	1474.0	961.0	2530.0	2849.0	1704.0	507.0	3189.0	1634.0	3896.0	337.0	4926.0	1037.0	1652.0	867.0	1080.0	2613.0	273.0	1053.0	2343.0	2673.0	1168.0	3895.0	1882.0	2208.0	1159.0	1575.0	2476.0	9255.0	439.0	1124297.0	1525148.075844
sub-1_ses-21_T1w.long.sub-1_base	2261.0	2976.0	2514.0	3409.0	1922.0	4481.0	2409.0	2481.0	1992.0	826.0	2585.0	3224.0	1062.0	2824.0	10727.0	16800.0	1593.0	2416.0	3628.0	1964.0	4503.0	4159.0	4879.0	5560.0	5613.0	7358.0	6650.0	3834.0	6978.0	6379.0	2230.0	1666.0	1083.0	6012.0	1936.0	1724.0	7914.0	6986.0	336.0	409.0	1353.0	2750.0	5558.0	3012.0	4087.0	1417.0	970.0	2516.0	2816.0	1671.0	490.0	3179.0	1614.0	3886.0	338.0	4856.0	1016.0	1634.0	856.0	1062.0	2633.0	313.0	1057.0	2292.0	2628.0	1147.0	3860.0	1873.0	2174.0	1098.0	1475.0	2370.0	9074.0	424.0	1110157.0	1525148.075844
sub-1_ses-22_T1w.long.sub-1_base	2270.0	2935.0	2609.0	3407.0	1918.0	4457.0	2415.0	2454.0	1989.0	854.0	2552.0	3262.0	1088.0	2826.0	11063.0	16820.0	1589.0	2342.0	3536.0	1935.0	4582.0	4189.0	4919.0	5544.0	5747.0	7493.0	6813.0	3926.0	7126.0	6279.0	2185.0	1576.0	1047.0	6078.0	1864.0	1710.0	7809.0	6917.0	322.0	402.0	1327.0	2658.0	5611.0	2967.0	4052.0	1479.0	922.0	2478.0	2742.0	1673.0	481.0	3200.0	1577.0	3902.0	332.0	4791.0	1023.0	1595.0	869.0	1082.0	2586.0	277.0	1034.0	2271.0	2633.0	1168.0	3829.0	1840.0	2185.0	1146.0	1502.0	2380.0	9068.0	434.0	1113841.0	1525148.075844
sub-1_ses-23_T1w.long.sub-1_base	2271.0	3022.0	2611.0	3433.0	1955.0	4491.0	2431.0	2499.0	2004.0	862.0	2603.0	3279.0	1132.0	2882.0	11270.0	17161.0	1600.0	2427.0	3577.0	1976.0	4641.0	4318.0	5013.0	5651.0	5800.0	7546.0	6853.0	4019.0	7254.0	6441.0	2246.0	1628.0	1054.0	6300.0	1967.0	1735.0	7962.0	7056.0	331.0	408.0	1328.0	2759.0	5827.0	3040.0	3993.0	1465.0	942.0	2519.0	2738.0	1702.0	500.0	3230.0	1608.0	3969.0	329.0	4810.0	1067.0	1594.0	872.0	1103.0	2574.0	287.0	1015.0	2346.0	2614.0	1153.0	3815.0	1868.0	2210.0	1114.0	1526.0	2410.0	9158.0	427.0	1121962.0	1525148.075844
sub-1_ses-24_T1w.long.sub-1_base	2304.0	2967.0	2526.0	3416.0	1916.0	4416.0	2410.0	2504.0	2024.0	881.0	2572.0	3259.0	1095.0	2831.0	10894.0	16995.0	1583.0	2428.0	3601.0	1953.0	4624.0	4228.0	5000.0	5642.0	5686.0	7502.0	6659.0	3853.0	7154.0	6362.0	2248.0	1878.0	1073.0	6191.0	1964.0	1733.0	7885.0	7033.0	337.0	407.0	1349.0	2734.0	5764.0	2977.0	3989.0	1473.0	949.0	2540.0	2812.0	1683.0	503.0	3184.0	1608.0	3916.0	342.0	4824.0	1030.0	1631.0	868.0	1065.0	2578.0	279.0	1058.0	2293.0	2660.0	1150.0	3827.0	1844.0	2212.0	1102.0	1525.0	2420.0	9197.0	415.0	1118779.0	1525148.075844
sub-1_ses-25_T1w.long.sub-1_base	2284.0	2993.0	2544.0	3421.0	1895.0	4431.0	2400.0	2518.0	2059.0	833.0	2531.0	3259.0	1077.0	2815.0	10826.0	16867.0	1577.0	2379.0	3657.0	1948.0	4594.0	4179.0	4997.0	5602.0	5719.0	7449.0	6659.0	3911.0	7012.0	6401.0	2204.0	1651.0	1080.0	6243.0	1906.0	1723.0	7930.0	7006.0	324.0	418.0	1304.0	2781.0	5769.0	2858.0	4034.0	1429.0	958.0	2499.0	2708.0	1649.0	472.0	3162.0	1594.0	3892.0	334.0	4872.0	1045.0	1603.0	860.0	1082.0	2533.0	295.0	1031.0	2297.0	2616.0	1136.0	3832.0	1872.0	2200.0	1094.0	1532.0	2365.0	9153.0	440.0	1118250.0	1525148.075844
sub-1_ses-26_T1w.long.sub-1_base	2193.0	2958.0	2445.0	3335.0	1868.0	4401.0	2381.0	2454.0	1992.0	855.0	2496.0	3230.0	1121.0	2756.0	10513.0	16526.0	1590.0	2385.0	3562.0	1902.0	4568.0	4241.0	5054.0	5468.0	5638.0	7360.0	6487.0	3764.0	6856.0	6124.0	2148.0	1913.0	1047.0	6133.0	1906.0	1725.0	7828.0	6890.0	326.0	401.0	1320.0	2737.0	5732.0	2949.0	3978.0	1386.0	945.0	2493.0	2715.0	1682.0	493.0	3145.0	1560.0	3789.0	325.0	4678.0	1039.0	1549.0	853.0	1057.0	2610.0	275.0	1015.0	2249.0	2553.0	1166.0	3743.0	1858.0	2117.0	1060.0	1472.0	2342.0	9094.0	423.0	1106590.0	1525148.075844
sub-1_ses-27_T1w.long.sub-1_base	2256.0	2992.0	2515.0	3352.0	1916.0	4384.0	2362.0	2468.0	2031.0	864.0	2569.0	3186.0	1064.0	2779.0	10684.0	16847.0	1584.0	2389.0	3636.0	1945.0	4599.0	4268.0	5124.0	5577.0	5672.0	7308.0	6714.0	3791.0	6883.0	6462.0	2199.0	1637.0	1066.0	6108.0	1920.0	1717.0	7854.0	6942.0	350.0	408.0	1344.0	2700.0	5788.0	2960.0	4059.0	1389.0	953.0	2486.0	2825.0	1652.0	478.0	3164.0	1640.0	3904.0	341.0	4807.0	1049.0	1594.0	865.0	1049.0	2578.0	274.0	1045.0	2291.0	2644.0	1152.0	3844.0	1872.0	2157.0	1081.0	1549.0	2345.0	9212.0	420.0	1112330.0	1525148.075844
sub-1_ses-28_T1w.long.sub-1_base	2236.0	2994.0	2498.0	3364.0	1898.0	4472.0	2407.0	2495.0	2019.0	867.0	2492.0	3243.0	1096.0	2778.0	10640.0	16701.0	1586.0	2401.0	3591.0	1900.0	4641.0	4251.0	4835.0	5472.0	5682.0	7334.0	6535.0	3858.0	6996.0	6249.0	2216.0	1687.0	1053.0	6103.0	1891.0	1725.0	7840.0	6946.0	342.0	407.0	1322.0	2742.0	5542.0	2946.0	4056.0	1441.0	960.0	2460.0	2749.0	1663.0	474.0	3155.0	1578.0	3850.0	338.0	4737.0	1050.0	1590.0	879.0	1096.0	2583.0	304.0	1037.0	2276.0	2622.0	1173.0	3769.0	1803.0	2079.0	1092.0	1543.0	2343.0	9182.0	420.0	1115266.0	1525148.075844
