rh.aparc.DKTatlas.area	rh_caudalanteriorcingulate_area	rh_caudalmiddlefrontal_area	rh_cuneus_area	rh_entorhinal_area	rh_fusiform_area	rh_inferiorparietal_area	rh_inferiortemporal_area	rh_isthmuscingulate_area	rh_lateraloccipital_area	rh_lateralorbitofrontal_area	rh_lingual_area	rh_medialorbitofrontal_area	rh_middletemporal_area	rh_parahippocampal_area	rh_paracentral_area	rh_parsopercularis_area	rh_parsorbitalis_area	rh_parstriangularis_area	rh_pericalcarine_area	rh_postcentral_area	rh_posteriorcingulate_area	rh_precentral_area	rh_precuneus_area	rh_rostralanteriorcingulate_area	rh_rostralmiddlefrontal_area	rh_superiorfrontal_area	rh_superiorparietal_area	rh_superiortemporal_area	rh_supramarginal_area	rh_transversetemporal_area	rh_insula_area	rh_WhiteSurfArea_area	BrainSegVolNotVent	eTIV
sub-2_ses-27_T1w	847.0	1915.0	2088.0	352.0	2941.0	5815.0	4064.0	875.0	4627.0	3554.0	3426.0	2006.0	4035.0	591.0	1700.0	1568.0	718.0	1371.0	1598.0	4047.0	962.0	4294.0	4538.0	991.0	4362.0	9972.0	5167.0	4894.0	3320.0	309.0	1971.0	88916.2	1299537.0	1670780.348511
sub-2_ses-28_T1w	864.0	2020.0	2012.0	339.0	2956.0	5791.0	3964.0	875.0	4479.0	3581.0	3425.0	1944.0	4133.0	648.0	1690.0	1569.0	746.0	1363.0	1534.0	4065.0	1000.0	4323.0	4641.0	959.0	4632.0	10174.0	5087.0	4962.0	3370.0	300.0	2004.0	89448.0	1301893.0	1644100.725639
sub-2_ses-29_T1w	843.0	1952.0	2081.0	394.0	2874.0	5913.0	3951.0	841.0	4669.0	3556.0	3336.0	1981.0	4135.0	580.0	1736.0	1596.0	747.0	1450.0	1575.0	4098.0	1002.0	4335.0	4476.0	983.0	4538.0	10011.0	5093.0	4930.0	3349.0	317.0	1970.0	89311.7	1310647.0	1680910.842606
sub-2_ses-30_T1w	787.0	1931.0	2121.0	381.0	2899.0	5726.0	3937.0	814.0	4620.0	3596.0	3352.0	1867.0	3956.0	593.0	1634.0	1548.0	768.0	1417.0	1514.0	4038.0	967.0	4261.0	4493.0	1000.0	4535.0	10021.0	5034.0	4915.0	3313.0	296.0	1964.0	88298.1	1291758.0	1709080.824849
sub-2_ses-31_T1w	901.0	2003.0	2094.0	392.0	2941.0	5884.0	4014.0	851.0	4746.0	3680.0	3355.0	2009.0	4118.0	585.0	1695.0	1525.0	761.0	1441.0	1550.0	4113.0	1116.0	4361.0	4533.0	990.0	4598.0	9944.0	5085.0	4921.0	3362.0	319.0	1937.0	89822.6	1310970.0	1636262.738909
sub-2_ses-32_T1w	909.0	1967.0	2112.0	388.0	3022.0	5968.0	3926.0	841.0	4770.0	3723.0	3404.0	1955.0	4144.0	615.0	1735.0	1612.0	769.0	1428.0	1571.0	4110.0	1184.0	4404.0	4594.0	1006.0	4668.0	10062.0	5086.0	4792.0	3395.0	313.0	2000.0	90474.4	1304827.0	1630004.557942
sub-2_ses-33_T1w	847.0	1978.0	1970.0	388.0	2908.0	5951.0	3895.0	891.0	4528.0	3527.0	3316.0	1841.0	4155.0	635.0	1693.0	1583.0	763.0	1411.0	1537.0	4072.0	1001.0	4398.0	4566.0	944.0	4621.0	10102.0	5127.0	4852.0	3436.0	304.0	1944.0	89185.7	1314538.0	1653611.591144
sub-2_ses-34_T1w	804.0	2055.0	2070.0	381.0	2914.0	5843.0	4055.0	850.0	4535.0	3533.0	3369.0	1879.0	4074.0	605.0	1671.0	1556.0	732.0	1326.0	1573.0	4055.0	997.0	4191.0	4517.0	977.0	4473.0	9802.0	5121.0	4849.0	3325.0	297.0	1965.0	88395.0	1292732.0	1670095.132907
sub-2_ses-35_T1w	829.0	1986.0	2034.0	371.0	3006.0	5745.0	3923.0	850.0	4580.0	3473.0	3429.0	1930.0	4131.0	620.0	1676.0	1604.0	760.0	1375.0	1498.0	4070.0	1002.0	4313.0	4532.0	968.0	4564.0	9966.0	5029.0	4959.0	3310.0	301.0	1988.0	88821.1	1302889.0	1636225.221821
sub-2_ses-36_T1w	977.0	2109.0	2111.0	366.0	2971.0	5778.0	3971.0	874.0	4765.0	3447.0	3427.0	2056.0	4049.0	589.0	1721.0	1535.0	674.0	1437.0	1617.0	4163.0	1192.0	4395.0	4604.0	1009.0	4762.0	10110.0	5126.0	4908.0	3343.0	306.0	1956.0	90347.9	1327908.0	1647698.579216
sub-2_ses-37_T1w	827.0	2077.0	2006.0	353.0	2953.0	5692.0	3911.0	804.0	4540.0	3426.0	3309.0	1818.0	3916.0	631.0	1683.0	1593.0	761.0	1401.0	1470.0	4044.0	945.0	4263.0	4473.0	925.0	4794.0	10164.0	5114.0	4915.0	3373.0	321.0	1925.0	88424.3	1313180.0	1647136.248558
sub-2_ses-38_T1w	888.0	2098.0	2138.0	373.0	2911.0	5736.0	3881.0	830.0	4574.0	3457.0	3377.0	1945.0	3981.0	581.0	1719.0	1574.0	670.0	1387.0	1529.0	4084.0	979.0	4214.0	4476.0	964.0	4706.0	10085.0	5050.0	4839.0	3349.0	301.0	1922.0	88616.6	1308214.0	1639297.80962
sub-2_ses-39_T1w	866.0	2039.0	2115.0	364.0	2955.0	5684.0	3914.0	850.0	4690.0	3432.0	3346.0	1981.0	4049.0	604.0	1697.0	1558.0	764.0	1387.0	1548.0	4094.0	984.0	4283.0	4494.0	1026.0	4684.0	10035.0	5039.0	4862.0	3326.0	303.0	1972.0	88946.4	1314503.0	1634449.798608
sub-2_ses-40_T1w	840.0	2024.0	2127.0	370.0	3016.0	5671.0	4012.0	806.0	4658.0	3511.0	3363.0	1992.0	4033.0	595.0	1714.0	1543.0	763.0	1398.0	1542.0	4077.0	1000.0	4271.0	4503.0	963.0	4669.0	10286.0	5033.0	4906.0	3373.0	294.0	1980.0	89332.0	1317729.0	1640552.805757
