rh.aparc.DKTatlas.area	rh_caudalanteriorcingulate_area	rh_caudalmiddlefrontal_area	rh_cuneus_area	rh_entorhinal_area	rh_fusiform_area	rh_inferiorparietal_area	rh_inferiortemporal_area	rh_isthmuscingulate_area	rh_lateraloccipital_area	rh_lateralorbitofrontal_area	rh_lingual_area	rh_medialorbitofrontal_area	rh_middletemporal_area	rh_parahippocampal_area	rh_paracentral_area	rh_parsopercularis_area	rh_parsorbitalis_area	rh_parstriangularis_area	rh_pericalcarine_area	rh_postcentral_area	rh_posteriorcingulate_area	rh_precentral_area	rh_precuneus_area	rh_rostralanteriorcingulate_area	rh_rostralmiddlefrontal_area	rh_superiorfrontal_area	rh_superiorparietal_area	rh_superiortemporal_area	rh_supramarginal_area	rh_transversetemporal_area	rh_insula_area	rh_WhiteSurfArea_area	BrainSegVolNotVent	eTIV
sub-2_ses-15_T1w.long.sub-2_base	910.0	2006.0	2079.0	396.0	3024.0	5935.0	4040.0	854.0	4779.0	3505.0	3395.0	1960.0	4185.0	610.0	1694.0	1639.0	756.0	1455.0	1640.0	4097.0	1017.0	4386.0	4560.0	996.0	4714.0	10258.0	5104.0	4958.0	3356.0	302.0	2016.0	90626.8	1309106.0	1658297.590527
sub-2_ses-16_T1w.long.sub-2_base	988.0	2040.0	2133.0	412.0	3042.0	5986.0	4046.0	871.0	4831.0	3765.0	3482.0	1995.0	4199.0	613.0	1713.0	1652.0	766.0	1464.0	1687.0	4158.0	1188.0	4400.0	4618.0	1035.0	4788.0	10298.0	5172.0	4935.0	3445.0	302.0	2026.0	92050.4	1302681.0	1658297.590527
sub-2_ses-17_T1w.long.sub-2_base	909.0	2017.0	2047.0	404.0	2981.0	5999.0	3952.0	861.0	4739.0	3788.0	3362.0	1985.0	4164.0	603.0	1709.0	1639.0	741.0	1458.0	1670.0	4093.0	1007.0	4391.0	4523.0	986.0	4665.0	10169.0	5136.0	4962.0	3391.0	301.0	2026.0	90677.6	1308567.0	1658297.590527
sub-2_ses-18_T1w.long.sub-2_base	1007.0	2053.0	2111.0	413.0	3002.0	6066.0	4031.0	874.0	4858.0	3760.0	3474.0	2061.0	4210.0	619.0	1714.0	1644.0	753.0	1472.0	1676.0	4141.0	1146.0	4453.0	4610.0	1001.0	4770.0	10314.0	5168.0	5003.0	3448.0	291.0	2041.0	92183.9	1311290.0	1658297.590527
sub-2_ses-19_T1w.long.sub-2_base	927.0	2047.0	2134.0	396.0	3023.0	5952.0	4031.0	880.0	4775.0	3744.0	3457.0	2016.0	4193.0	612.0	1679.0	1662.0	761.0	1439.0	1656.0	4120.0	1100.0	4372.0	4588.0	1004.0	4680.0	10201.0	5106.0	4917.0	3376.0	301.0	2029.0	91177.6	1300890.0	1658297.590527
sub-2_ses-20_T1w.long.sub-2_base	995.0	2074.0	2094.0	402.0	3004.0	6001.0	4047.0	855.0	4845.0	3706.0	3417.0	1979.0	4257.0	601.0	1732.0	1651.0	755.0	1479.0	1694.0	4131.0	1158.0	4466.0	4620.0	1012.0	4786.0	10394.0	5165.0	4954.0	3444.0	305.0	2019.0	92041.1	1317406.0	1658297.590527
sub-2_ses-21_T1w.long.sub-2_base	903.0	2035.0	2186.0	402.0	3011.0	5936.0	3975.0	857.0	4806.0	3671.0	3510.0	1961.0	4192.0	605.0	1699.0	1641.0	747.0	1472.0	1643.0	4117.0	1046.0	4391.0	4585.0	1001.0	4690.0	10260.0	5080.0	4888.0	3364.0	303.0	2027.0	91003.2	1313591.0	1658297.590527
sub-2_ses-22_T1w.long.sub-2_base	950.0	2051.0	2167.0	412.0	2934.0	5976.0	4016.0	870.0	4850.0	3722.0	3452.0	1985.0	4187.0	598.0	1773.0	1617.0	765.0	1433.0	1670.0	4210.0	1169.0	4477.0	4635.0	991.0	4640.0	10303.0	5282.0	4987.0	3404.0	300.0	1999.0	91823.0	1305368.0	1658297.590527
sub-2_ses-23_T1w.long.sub-2_base	940.0	2048.0	2085.0	420.0	3019.0	5986.0	4004.0	872.0	4826.0	3711.0	3386.0	2025.0	4232.0	605.0	1715.0	1668.0	747.0	1459.0	1654.0	4141.0	1041.0	4422.0	4589.0	1049.0	4718.0	10327.0	5196.0	4975.0	3426.0	300.0	2019.0	91605.2	1310886.0	1658297.590527
sub-2_ses-24_T1w.long.sub-2_base	894.0	1995.0	2069.0	393.0	2917.0	5935.0	3960.0	838.0	4752.0	3634.0	3307.0	1941.0	4214.0	601.0	1701.0	1634.0	747.0	1443.0	1655.0	4084.0	1087.0	4415.0	4554.0	973.0	4705.0	10192.0	5143.0	4938.0	3385.0	301.0	2010.0	90420.8	1303778.0	1658297.590527
sub-2_ses-25_T1w.long.sub-2_base	896.0	2012.0	2099.0	393.0	2954.0	5911.0	4008.0	840.0	4760.0	3599.0	3428.0	1986.0	4156.0	607.0	1687.0	1626.0	761.0	1447.0	1657.0	4082.0	1024.0	4392.0	4550.0	984.0	4669.0	10202.0	5067.0	4903.0	3385.0	307.0	2024.0	90418.1	1302173.0	1658297.590527
sub-2_ses-26_T1w.long.sub-2_base	926.0	2024.0	2074.0	408.0	3001.0	5966.0	4048.0	858.0	4760.0	3532.0	3398.0	1996.0	4225.0	601.0	1707.0	1655.0	758.0	1460.0	1670.0	4135.0	1048.0	4435.0	4620.0	1012.0	4741.0	10330.0	5143.0	4968.0	3436.0	308.0	2029.0	91271.5	1314109.0	1658297.590527
sub-2_ses-27_T1w.long.sub-2_base	893.0	2013.0	2049.0	392.0	2917.0	5960.0	3939.0	859.0	4719.0	3627.0	3356.0	1957.0	4190.0	594.0	1698.0	1618.0	750.0	1429.0	1671.0	4093.0	1028.0	4387.0	4592.0	985.0	4517.0	10219.0	5153.0	4925.0	3375.0	306.0	2016.0	90229.5	1303584.0	1658297.590527
sub-2_ses-28_T1w.long.sub-2_base	924.0	2025.0	2069.0	413.0	2994.0	5954.0	3978.0	862.0	4721.0	3750.0	3379.0	1990.0	4149.0	605.0	1684.0	1634.0	757.0	1430.0	1666.0	4145.0	1048.0	4400.0	4563.0	1006.0	4654.0	10271.0	5134.0	4984.0	3419.0	304.0	2036.0	90946.6	1302591.0	1658297.590527
sub-2_ses-29_T1w.long.sub-2_base	901.0	2016.0	2072.0	416.0	2974.0	6001.0	3999.0	880.0	4778.0	3660.0	3369.0	1973.0	4173.0	608.0	1740.0	1650.0	757.0	1471.0	1665.0	4121.0	1075.0	4403.0	4577.0	1004.0	4665.0	10269.0	5175.0	4889.0	3367.0	302.0	2050.0	91000.4	1314804.0	1658297.590527
sub-2_ses-30_T1w.long.sub-2_base	908.0	1976.0	2090.0	410.0	2977.0	5900.0	4000.0	862.0	4751.0	3697.0	3361.0	1986.0	4204.0	603.0	1681.0	1628.0	745.0	1459.0	1639.0	4068.0	1013.0	4352.0	4568.0	982.0	4633.0	10154.0	5103.0	4907.0	3370.0	300.0	2022.0	90346.4	1300797.0	1658297.590527
sub-2_ses-31_T1w.long.sub-2_base	904.0	2043.0	2076.0	397.0	2969.0	6029.0	4015.0	848.0	4767.0	3774.0	3360.0	1987.0	4171.0	608.0	1729.0	1639.0	760.0	1473.0	1661.0	4147.0	1064.0	4407.0	4585.0	1003.0	4735.0	10255.0	5152.0	4968.0	3422.0	303.0	2031.0	91281.2	1313545.0	1658297.590527
sub-2_ses-32_T1w.long.sub-2_base	913.0	2026.0	2084.0	406.0	3002.0	5978.0	3978.0	865.0	4727.0	3734.0	3323.0	1967.0	4204.0	606.0	1693.0	1667.0	763.0	1482.0	1647.0	4128.0	1101.0	4403.0	4591.0	1012.0	4744.0	10311.0	5151.0	4840.0	3413.0	298.0	2059.0	91112.5	1300784.0	1658297.590527
sub-2_ses-33_T1w.long.sub-2_base	927.0	2031.0	2108.0	409.0	2979.0	6009.0	4021.0	868.0	4773.0	3532.0	3375.0	1984.0	4205.0	606.0	1712.0	1636.0	756.0	1472.0	1672.0	4206.0	1042.0	4436.0	4634.0	1005.0	4709.0	10374.0	5167.0	4947.0	3427.0	299.0	2012.0	91334.1	1317159.0	1658297.590527
sub-2_ses-34_T1w.long.sub-2_base	920.0	2010.0	2063.0	425.0	2974.0	5982.0	4001.0	866.0	4729.0	3641.0	3360.0	2007.0	4175.0	612.0	1687.0	1642.0	746.0	1437.0	1662.0	4063.0	1033.0	4306.0	4557.0	1004.0	4569.0	10090.0	5118.0	4902.0	3407.0	297.0	2041.0	90329.5	1299097.0	1658297.590527
sub-2_ses-35_T1w.long.sub-2_base	910.0	2054.0	2092.0	378.0	2962.0	5987.0	4012.0	868.0	4816.0	3729.0	3406.0	2000.0	4208.0	607.0	1684.0	1641.0	775.0	1474.0	1662.0	4139.0	1041.0	4403.0	4594.0	989.0	4744.0	10279.0	5160.0	4962.0	3421.0	298.0	2047.0	91339.2	1303836.0	1658297.590527
sub-2_ses-36_T1w.long.sub-2_base	967.0	2071.0	2107.0	394.0	2927.0	5888.0	3939.0	876.0	4744.0	3629.0	3362.0	2057.0	4165.0	601.0	1682.0	1629.0	761.0	1449.0	1656.0	4184.0	1192.0	4425.0	4540.0	1014.0	4764.0	10270.0	5111.0	4906.0	3439.0	294.0	1997.0	91039.0	1323633.0	1658297.590527
sub-2_ses-37_T1w.long.sub-2_base	929.0	2063.0	2074.0	417.0	2963.0	5878.0	3939.0	876.0	4748.0	3687.0	3284.0	2083.0	4120.0	593.0	1679.0	1644.0	772.0	1457.0	1646.0	4135.0	1004.0	4381.0	4486.0	1004.0	4756.0	10270.0	5034.0	4928.0	3374.0	283.0	2023.0	90531.1	1321000.0	1658297.590527
sub-2_ses-38_T1w.long.sub-2_base	917.0	2043.0	2118.0	400.0	2946.0	5863.0	3984.0	869.0	4766.0	3640.0	3403.0	2069.0	4160.0	591.0	1740.0	1632.0	742.0	1455.0	1637.0	4123.0	1030.0	4393.0	4571.0	1009.0	4733.0	10213.0	5080.0	4990.0	3359.0	288.0	1996.0	90758.6	1326947.0	1658297.590527
sub-2_ses-39_T1w.long.sub-2_base	907.0	2050.0	2073.0	381.0	2927.0	5898.0	3961.0	855.0	4725.0	3587.0	3358.0	2066.0	4155.0	599.0	1689.0	1622.0	768.0	1462.0	1650.0	4107.0	1026.0	4346.0	4492.0	1011.0	4732.0	10149.0	5035.0	4856.0	3397.0	292.0	2044.0	90222.5	1320308.0	1658297.590527
sub-2_ses-40_T1w.long.sub-2_base	891.0	2007.0	2029.0	404.0	2905.0	5795.0	3895.0	846.0	4701.0	3570.0	3277.0	2021.0	4138.0	583.0	1712.0	1582.0	752.0	1408.0	1591.0	4078.0	1001.0	4332.0	4539.0	971.0	4559.0	10085.0	5079.0	4889.0	3350.0	297.0	1997.0	89284.0	1308764.0	1658297.590527
