lh.aparc.DKTatlas.area	lh_caudalanteriorcingulate_area	lh_caudalmiddlefrontal_area	lh_cuneus_area	lh_entorhinal_area	lh_fusiform_area	lh_inferiorparietal_area	lh_inferiortemporal_area	lh_isthmuscingulate_area	lh_lateraloccipital_area	lh_lateralorbitofrontal_area	lh_lingual_area	lh_medialorbitofrontal_area	lh_middletemporal_area	lh_parahippocampal_area	lh_paracentral_area	lh_parsopercularis_area	lh_parsorbitalis_area	lh_parstriangularis_area	lh_pericalcarine_area	lh_postcentral_area	lh_posteriorcingulate_area	lh_precentral_area	lh_precuneus_area	lh_rostralanteriorcingulate_area	lh_rostralmiddlefrontal_area	lh_superiorfrontal_area	lh_superiorparietal_area	lh_superiortemporal_area	lh_supramarginal_area	lh_transversetemporal_area	lh_insula_area	lh_WhiteSurfArea_area	BrainSegVolNotVent	eTIV
sub-2_ses-11_T1w.long.sub-2_base	1242.0	2293.0	2132.0	395.0	3296.0	5216.0	3391.0	1180.0	5684.0	3568.0	3487.0	1875.0	4523.0	622.0	1628.0	2115.0	791.0	2008.0	1637.0	4744.0	1211.0	4539.0	4323.0	1390.0	4664.0	8483.0	4342.0	5418.0	3334.0	428.0	2080.0	92038.3	1312811.0	1658297.590527
sub-2_ses-12_T1w.long.sub-2_base	1188.0	2279.0	2151.0	397.0	3278.0	5064.0	3363.0	1156.0	5678.0	3531.0	3375.0	1835.0	4505.0	626.0	1666.0	2103.0	763.0	1986.0	1635.0	4663.0	1001.0	4479.0	4219.0	1347.0	4587.0	8348.0	4268.0	5379.0	3317.0	425.0	2103.0	90716.1	1311567.0	1658297.590527
sub-2_ses-13_T1w.long.sub-2_base	1262.0	2262.0	2122.0	400.0	3308.0	5142.0	3411.0	1185.0	5682.0	3672.0	3451.0	1885.0	4549.0	632.0	1604.0	2108.0	774.0	2000.0	1642.0	4692.0	1193.0	4523.0	4295.0	1362.0	4657.0	8507.0	4303.0	5459.0	3348.0	447.0	2093.0	91973.0	1312075.0	1658297.590527
sub-2_ses-14_T1w.long.sub-2_base	1218.0	2274.0	2129.0	425.0	3319.0	5156.0	3403.0	1175.0	5703.0	3523.0	3419.0	1882.0	4514.0	632.0	1643.0	2075.0	786.0	1996.0	1646.0	4668.0	1196.0	4537.0	4265.0	1366.0	4638.0	8481.0	4296.0	5369.0	3331.0	425.0	2070.0	91555.9	1302504.0	1658297.590527
sub-2_ses-15_T1w.long.sub-2_base	1208.0	2247.0	2155.0	425.0	3295.0	5086.0	3456.0	1183.0	5674.0	3529.0	3454.0	1838.0	4577.0	626.0	1619.0	2079.0	784.0	1968.0	1624.0	4592.0	1041.0	4493.0	4287.0	1383.0	4601.0	8433.0	4259.0	5363.0	3309.0	447.0	2058.0	91092.3	1309106.0	1658297.590527
sub-2_ses-16_T1w.long.sub-2_base	1243.0	2278.0	2124.0	415.0	3271.0	5147.0	3403.0	1172.0	5708.0	3572.0	3384.0	1859.0	4525.0	608.0	1595.0	2104.0	797.0	2033.0	1628.0	4718.0	1203.0	4568.0	4286.0	1351.0	4665.0	8490.0	4301.0	5354.0	3331.0	412.0	2071.0	91617.7	1302681.0	1658297.590527
sub-2_ses-17_T1w.long.sub-2_base	1212.0	2267.0	2103.0	410.0	3246.0	5092.0	3375.0	1168.0	5646.0	3551.0	3371.0	1851.0	4537.0	610.0	1609.0	2092.0	789.0	1976.0	1617.0	4576.0	1020.0	4489.0	4267.0	1345.0	4618.0	8389.0	4269.0	5384.0	3309.0	430.0	2099.0	90713.6	1308567.0	1658297.590527
sub-2_ses-18_T1w.long.sub-2_base	1279.0	2289.0	2119.0	468.0	3322.0	5115.0	3394.0	1180.0	5690.0	3555.0	3406.0	1955.0	4499.0	622.0	1601.0	2091.0	807.0	2045.0	1644.0	4709.0	1216.0	4598.0	4272.0	1401.0	4684.0	8608.0	4315.0	5448.0	3327.0	427.0	2082.0	92168.0	1311290.0	1658297.590527
sub-2_ses-19_T1w.long.sub-2_base	1264.0	2254.0	2130.0	397.0	3320.0	5120.0	3394.0	1190.0	5615.0	3724.0	3373.0	1908.0	4531.0	622.0	1600.0	2107.0	771.0	2021.0	1632.0	4633.0	1171.0	4460.0	4304.0	1362.0	4690.0	8456.0	4299.0	5416.0	3359.0	412.0	2109.0	91643.8	1300890.0	1658297.590527
sub-2_ses-20_T1w.long.sub-2_base	1287.0	2294.0	2134.0	421.0	3319.0	5102.0	3391.0	1205.0	5748.0	3582.0	3488.0	1880.0	4532.0	629.0	1646.0	2110.0	784.0	2019.0	1665.0	4732.0	1207.0	4599.0	4308.0	1387.0	4714.0	8602.0	4302.0	5438.0	3332.0	431.0	2070.0	92359.5	1317406.0	1658297.590527
sub-2_ses-21_T1w.long.sub-2_base	1237.0	2279.0	2095.0	393.0	3273.0	5109.0	3323.0	1177.0	5710.0	3495.0	3423.0	1851.0	4477.0	626.0	1606.0	2100.0	782.0	1983.0	1604.0	4653.0	1092.0	4503.0	4247.0	1364.0	4610.0	8471.0	4267.0	5299.0	3318.0	427.0	2067.0	90863.2	1313591.0	1658297.590527
sub-2_ses-22_T1w.long.sub-2_base	1232.0	2253.0	2195.0	399.0	3298.0	5260.0	3417.0	1199.0	5772.0	3618.0	3456.0	1906.0	4517.0	630.0	1667.0	2095.0	789.0	2024.0	1652.0	4799.0	1207.0	4544.0	4292.0	1373.0	4695.0	8468.0	4414.0	5439.0	3352.0	426.0	2063.0	92452.9	1305368.0	1658297.590527
sub-2_ses-23_T1w.long.sub-2_base	1218.0	2284.0	2106.0	460.0	3283.0	5150.0	3427.0	1201.0	5691.0	3615.0	3467.0	1945.0	4556.0	634.0	1643.0	2115.0	782.0	2018.0	1614.0	4749.0	1095.0	4618.0	4335.0	1322.0	4709.0	8565.0	4332.0	5324.0	3363.0	431.0	2080.0	92133.1	1310886.0	1658297.590527
sub-2_ses-24_T1w.long.sub-2_base	1201.0	2261.0	2106.0	379.0	3268.0	5095.0	3399.0	1185.0	5677.0	3647.0	3422.0	1842.0	4534.0	621.0	1643.0	2089.0	779.0	1966.0	1610.0	4632.0	1173.0	4527.0	4266.0	1348.0	4635.0	8383.0	4313.0	5432.0	3331.0	424.0	2074.0	91263.1	1303778.0	1658297.590527
sub-2_ses-25_T1w.long.sub-2_base	1195.0	2249.0	2095.0	398.0	3243.0	5007.0	3349.0	1163.0	5632.0	3449.0	3358.0	1844.0	4487.0	625.0	1587.0	2076.0	775.0	1956.0	1598.0	4614.0	1021.0	4504.0	4236.0	1339.0	4663.0	8418.0	4247.0	5355.0	3315.0	418.0	2109.0	90325.7	1302173.0	1658297.590527
sub-2_ses-26_T1w.long.sub-2_base	1217.0	2289.0	2139.0	423.0	3308.0	5145.0	3403.0	1195.0	5693.0	3565.0	3463.0	1897.0	4536.0	628.0	1613.0	2109.0	791.0	2013.0	1642.0	4743.0	1060.0	4600.0	4293.0	1370.0	4703.0	8587.0	4309.0	5408.0	3322.0	439.0	2100.0	92002.3	1314109.0	1658297.590527
sub-2_ses-27_T1w.long.sub-2_base	1222.0	2279.0	2165.0	400.0	3235.0	5127.0	3333.0	1164.0	5645.0	3441.0	3413.0	1845.0	4497.0	621.0	1633.0	2089.0	767.0	1963.0	1622.0	4647.0	1173.0	4508.0	4292.0	1351.0	4582.0	8411.0	4316.0	5364.0	3321.0	431.0	2096.0	90952.6	1303584.0	1658297.590527
sub-2_ses-28_T1w.long.sub-2_base	1207.0	2283.0	2133.0	409.0	3293.0	5117.0	3425.0	1170.0	5688.0	3670.0	3427.0	1838.0	4520.0	631.0	1608.0	2110.0	784.0	1997.0	1642.0	4662.0	1178.0	4560.0	4288.0	1375.0	4690.0	8561.0	4304.0	5413.0	3327.0	429.0	2088.0	91827.7	1302591.0	1658297.590527
sub-2_ses-29_T1w.long.sub-2_base	1252.0	2254.0	2105.0	407.0	3282.0	5098.0	3407.0	1199.0	5604.0	3538.0	3440.0	1858.0	4533.0	631.0	1642.0	2106.0	792.0	2021.0	1651.0	4694.0	1200.0	4570.0	4300.0	1382.0	4634.0	8502.0	4317.0	5400.0	3372.0	443.0	2078.0	91712.9	1314804.0	1658297.590527
sub-2_ses-30_T1w.long.sub-2_base	1212.0	2237.0	2118.0	387.0	3243.0	5074.0	3362.0	1166.0	5612.0	3548.0	3380.0	1818.0	4544.0	621.0	1589.0	2057.0	767.0	1933.0	1621.0	4579.0	1153.0	4474.0	4277.0	1379.0	4621.0	8436.0	4299.0	5360.0	3345.0	424.0	2104.0	90737.1	1300797.0	1658297.590527
sub-2_ses-31_T1w.long.sub-2_base	1264.0	2287.0	2126.0	435.0	3272.0	5150.0	3420.0	1190.0	5696.0	3581.0	3463.0	1858.0	4507.0	627.0	1633.0	2098.0	796.0	2016.0	1654.0	4705.0	1206.0	4596.0	4266.0	1369.0	4670.0	8519.0	4304.0	5411.0	3347.0	437.0	2088.0	91992.6	1313545.0	1658297.590527
sub-2_ses-32_T1w.long.sub-2_base	1236.0	2295.0	2108.0	417.0	3288.0	5099.0	3410.0	1190.0	5632.0	3650.0	3428.0	1903.0	4513.0	622.0	1622.0	2090.0	790.0	2036.0	1631.0	4676.0	1081.0	4558.0	4295.0	1386.0	4675.0	8491.0	4323.0	5404.0	3328.0	433.0	2097.0	91706.6	1300784.0	1658297.590527
sub-2_ses-33_T1w.long.sub-2_base	1235.0	2305.0	2136.0	416.0	3310.0	5116.0	3416.0	1194.0	5703.0	3577.0	3398.0	1862.0	4575.0	616.0	1604.0	2109.0	797.0	2021.0	1638.0	4761.0	1197.0	4574.0	4346.0	1374.0	4687.0	8546.0	4366.0	5404.0	3379.0	432.0	2097.0	92189.6	1317159.0	1658297.590527
sub-2_ses-34_T1w.long.sub-2_base	1258.0	2258.0	2097.0	445.0	3313.0	5115.0	3390.0	1194.0	5652.0	3582.0	3420.0	1910.0	4504.0	623.0	1589.0	2085.0	766.0	1962.0	1618.0	4668.0	1182.0	4500.0	4273.0	1376.0	4607.0	8413.0	4284.0	5389.0	3347.0	431.0	2099.0	91352.0	1299097.0	1658297.590527
sub-2_ses-35_T1w.long.sub-2_base	1253.0	2285.0	2099.0	382.0	3287.0	5161.0	3446.0	1179.0	5709.0	3726.0	3409.0	1915.0	4564.0	622.0	1605.0	2088.0	786.0	2004.0	1630.0	4688.0	1211.0	4523.0	4299.0	1350.0	4646.0	8455.0	4344.0	5445.0	3357.0	434.0	2136.0	92039.7	1303836.0	1658297.590527
sub-2_ses-36_T1w.long.sub-2_base	1259.0	2288.0	2114.0	402.0	3273.0	5086.0	3316.0	1195.0	5780.0	3587.0	3371.0	1966.0	4470.0	612.0	1598.0	2087.0	771.0	1979.0	1597.0	4756.0	1201.0	4502.0	4263.0	1392.0	4628.0	8522.0	4301.0	5386.0	3337.0	408.0	2075.0	91521.9	1323633.0	1658297.590527
sub-2_ses-37_T1w.long.sub-2_base	1228.0	2263.0	2060.0	395.0	3267.0	5090.0	3235.0	1179.0	5818.0	3471.0	3319.0	1954.0	4477.0	611.0	1588.0	2095.0	793.0	1985.0	1554.0	4633.0	1014.0	4514.0	4235.0	1371.0	4632.0	8447.0	4252.0	5316.0	3294.0	409.0	2079.0	90580.0	1321000.0	1658297.590527
sub-2_ses-38_T1w.long.sub-2_base	1219.0	2267.0	2102.0	406.0	3278.0	5064.0	3302.0	1194.0	5813.0	3450.0	3378.0	1894.0	4493.0	619.0	1633.0	2087.0	774.0	1979.0	1599.0	4707.0	1171.0	4470.0	4290.0	1366.0	4553.0	8486.0	4274.0	5352.0	3355.0	426.0	2082.0	91084.2	1326947.0	1658297.590527
sub-2_ses-39_T1w.long.sub-2_base	1241.0	2242.0	2058.0	415.0	3250.0	5106.0	3253.0	1160.0	5779.0	3456.0	3266.0	1923.0	4458.0	611.0	1594.0	2099.0	756.0	1958.0	1578.0	4651.0	1175.0	4429.0	4230.0	1367.0	4588.0	8348.0	4255.0	5366.0	3325.0	421.0	2096.0	90452.8	1320308.0	1658297.590527
sub-2_ses-40_T1w.long.sub-2_base	1200.0	2252.0	2116.0	416.0	3248.0	4977.0	3302.0	1158.0	5715.0	3467.0	3393.0	1859.0	4524.0	610.0	1601.0	2061.0	779.0	1943.0	1619.0	4679.0	1029.0	4471.0	4253.0	1355.0	4459.0	8394.0	4292.0	5380.0	3294.0	418.0	2075.0	90338.5	1308764.0	1658297.590527
